Date,WINDMACHIN
2016-02-18,34.05
2016-02-19,33.0
2016-02-22,33.35
2016-02-23,33.55
2016-02-24,31.1
2016-02-25,31.85
2016-02-26,31.1
2016-02-29,30.45
2016-03-01,31.95
2016-03-02,34.4
2016-03-03,33.55
2016-03-04,34.65
2016-03-08,34.7
2016-03-09,34.85
2016-03-10,34.35
2016-03-11,35.05
2016-03-14,35.5
2016-03-15,34.2
2016-03-16,34.35
2016-03-17,37.45
2016-03-18,35.0
2016-03-21,35.85
2016-03-22,34.8
2016-03-23,34.95
2016-03-28,34.4
2016-03-29,33.3
2016-03-30,34.35
2016-03-31,34.75
2016-04-01,35.6
2016-04-04,37.6
2016-04-05,35.5
2016-04-06,37.05
2016-04-07,35.9
2016-04-08,36.4
2016-04-11,36.45
2016-04-12,36.55
2016-04-13,37.1
2016-04-18,37.65
2016-04-20,36.7
2016-04-21,36.2
2016-04-22,36.45
2016-04-25,35.95
2016-04-26,36.1
2016-04-27,35.8
2016-04-28,35.5
2016-04-29,35.65
2016-05-02,35.8
2016-05-03,34.75
2016-05-04,34.5
2016-05-05,34.25
2016-05-06,34.25
2016-05-09,35.3
2016-05-10,37.6
2016-05-11,37.0
2016-05-12,36.7
2016-05-13,36.4
2016-05-16,36.05
2016-05-17,36.2
2016-05-18,37.1
2016-05-19,38.55
2016-05-20,36.9
2016-05-23,36.55
2016-05-24,36.9
2016-05-25,36.15
2016-05-26,37.75
2016-05-27,37.4
2016-05-30,37.05
2016-05-31,35.7
2016-06-01,35.95
2016-06-02,35.85
2016-06-03,36.1
2016-06-06,35.7
2016-06-07,36.05
2016-06-08,35.95
2016-06-09,36.5
2016-06-10,36.75
2016-06-13,36.05
2016-06-14,36.65
2016-06-15,37.0
2016-06-16,36.6
2016-06-17,36.45
2016-06-20,37.3
2016-06-21,36.65
2016-06-22,36.7
2016-06-23,36.2
2016-06-24,35.6
2016-06-27,35.25
2016-06-28,35.55
2016-06-29,35.1
2016-06-30,35.6
2016-07-01,35.55
2016-07-04,38.15
2016-07-05,43.75
2016-07-07,42.65
2016-07-08,40.75
2016-07-11,41.0
2016-07-12,41.25
2016-07-13,39.65
2016-07-14,41.7
2016-07-15,40.85
2016-07-18,40.2
2016-07-19,39.65
2016-07-20,40.55
2016-07-21,39.8
2016-07-22,39.8
2016-07-25,38.65
2016-07-26,38.1
2016-07-27,35.35
2016-07-28,34.25
2016-07-29,35.4
2016-08-01,34.75
2016-08-02,34.9
2016-08-03,34.35
2016-08-04,34.7
2016-08-05,35.4
2016-08-08,34.4
2016-08-09,34.7
2016-08-10,32.8
2016-08-11,32.45
2016-08-12,31.8
2016-08-16,32.2
2016-08-17,33.1
2016-08-18,32.5
2016-08-19,33.55
2016-08-22,32.95
2016-08-23,33.05
2016-08-24,32.65
2016-08-25,32.7
2016-08-26,32.65
2016-08-29,32.95
2016-08-30,33.1
2016-08-31,33.0
2016-09-01,33.4
2016-09-02,36.9
2016-09-06,35.85
2016-09-07,36.35
2016-09-08,35.75
2016-09-09,34.65
2016-09-12,33.55
2016-09-14,35.8
2016-09-15,36.0
2016-09-16,34.8
2016-09-19,35.05
2016-09-20,34.9
2016-09-21,34.95
2016-09-22,35.45
2016-09-23,35.4
2016-09-26,35.0
2016-09-27,34.85
2016-09-28,35.85
2016-09-29,35.45
2016-09-30,35.05
2016-10-03,35.35
2016-10-04,35.1
2016-10-05,35.15
2016-10-06,34.7
2016-10-07,35.05
2016-10-10,34.65
2016-10-13,33.95
2016-10-14,34.05
2016-10-17,34.75
2016-10-18,34.8
2016-10-19,34.75
2016-10-20,38.45
2016-10-21,37.25
2016-10-24,39.55
2016-10-25,43.65
2016-10-26,45.25
2016-10-27,43.95
2016-10-28,43.05
2016-10-30,43.55
2016-11-01,43.4
2016-11-02,41.75
2016-11-03,43.05
2016-11-04,41.2
2016-11-07,41.75
2016-11-08,42.75
2016-11-09,41.6
2016-11-10,43.05
2016-11-11,41.4
2016-11-15,42.0
2016-11-16,41.55
2016-11-17,40.65
2016-11-18,40.1
2016-11-21,36.05
2016-11-22,36.5
2016-11-23,37.45
2016-11-24,39.5
2016-11-25,40.05
2016-11-28,42.25
2016-11-29,44.25
2016-11-30,44.95
2016-12-01,43.75
2016-12-02,42.95
2016-12-05,42.8
2016-12-06,42.85
2016-12-07,42.8
2016-12-08,44.05
2016-12-09,43.95
2016-12-12,43.25
2016-12-13,43.8
2016-12-14,48.45
2016-12-15,48.5
2016-12-16,47.5
2016-12-19,47.5
2016-12-20,47.85
2016-12-21,46.25
2016-12-22,44.6
2016-12-23,48.7
2016-12-26,45.2
2016-12-27,46.3
2016-12-28,47.6
2016-12-29,49.0
2016-12-30,48.7
2017-01-02,47.2
2017-01-03,47.55
2017-01-04,48.1
2017-01-05,47.5
2017-01-06,47.5
2017-01-09,47.2
2017-01-10,47.8
2017-01-11,46.95
2017-01-12,47.5
2017-01-13,46.9
2017-01-16,45.75
2017-01-17,46.25
2017-01-18,45.85
2017-01-19,46.15
2017-01-20,46.25
2017-01-23,45.7
2017-01-24,47.15
2017-01-25,46.5
2017-01-27,45.95
2017-01-30,45.85
2017-01-31,44.55
2017-02-01,44.65
2017-02-02,46.3
2017-02-03,45.7
2017-02-06,44.6
2017-02-07,45.1
2017-02-08,45.45
2017-02-09,45.85
2017-02-10,47.15
2017-02-13,47.05
2017-02-14,47.1
2017-02-15,45.4
2017-02-16,45.65
2017-02-17,45.85
2017-02-20,47.9
2017-02-21,49.4
2017-02-22,48.1
2017-02-23,47.7
2017-02-27,47.7
2017-02-28,47.7
2017-03-01,48.05
2017-03-02,46.7
2017-03-03,48.85
2017-03-06,47.85
2017-03-07,54.75
2017-03-08,62.05
2017-03-09,58.45
2017-03-10,59.4
2017-03-14,58.6
2017-03-15,58.6
2017-03-16,59.2
2017-03-17,57.9
2017-03-20,57.55
2017-03-21,57.2
2017-03-22,57.0
2017-03-23,59.0
2017-03-24,59.15
2017-03-27,61.3
2017-03-28,62.65
2017-03-29,63.15
2017-03-30,62.7
2017-03-31,64.6
2017-04-03,68.65
2017-04-05,69.75
2017-04-06,69.35
2017-04-07,69.65
2017-04-10,70.0
2017-04-11,69.1
2017-04-12,68.15
2017-04-13,68.7
2017-04-17,67.95
2017-04-18,68.0
2017-04-19,67.15
2017-04-20,67.35
2017-04-21,66.0
2017-04-24,66.15
2017-04-25,66.05
2017-04-26,65.3
2017-04-27,66.3
2017-04-28,67.65
2017-05-02,65.95
2017-05-03,67.0
2017-05-04,65.55
2017-05-05,63.1
2017-05-08,62.45
2017-05-09,61.95
2017-05-10,61.55
2017-05-11,61.55
2017-05-12,58.95
2017-05-15,59.4
2017-05-16,59.7
2017-05-17,65.95
2017-05-18,60.35
2017-05-19,62.3
2017-05-22,60.1
2017-05-23,58.35
2017-05-24,56.2
2017-05-25,57.95
2017-05-26,57.9
2017-05-29,58.05
2017-05-30,59.1
2017-05-31,59.1
2017-06-01,58.7
2017-06-02,57.95
2017-06-05,57.6
2017-06-06,57.0
2017-06-07,57.85
2017-06-08,57.0
2017-06-09,57.95
2017-06-12,57.2
2017-06-13,56.4
2017-06-14,57.15
2017-06-15,56.6
2017-06-16,56.7
2017-06-19,56.65
2017-06-20,56.7
2017-06-21,57.1
2017-06-22,56.45
2017-06-23,54.75
2017-06-27,54.6
2017-06-28,53.4
2017-06-29,53.5
2017-06-30,53.9
2017-07-03,54.7
2017-07-04,55.3
2017-07-05,56.25
2017-07-06,55.65
2017-07-07,56.45
2017-07-10,56.8
2017-07-11,57.0
2017-07-12,55.6
2017-07-13,55.6
2017-07-14,62.75
2017-07-17,61.35
2017-07-18,59.5
2017-07-19,60.1
2017-07-20,59.8
2017-07-21,60.1
2017-07-24,60.55
2017-07-25,60.7
2017-07-26,59.9
2017-07-27,58.5
2017-07-28,57.85
2017-07-31,57.55
2017-08-01,57.5
2017-08-02,56.7
2017-08-03,57.0
2017-08-04,57.7
2017-08-07,57.15
2017-08-08,56.1
2017-08-09,55.1
2017-08-10,54.0
2017-08-11,52.35
2017-08-14,54.25
2017-08-16,56.1
2017-08-17,55.8
2017-08-18,54.3
2017-08-21,54.0
2017-08-22,54.55
2017-08-23,56.35
2017-08-24,56.1
2017-08-28,56.4
2017-08-29,56.15
2017-08-30,55.6
2017-08-31,57.3
2017-09-01,58.2
2017-09-04,61.25
2017-09-05,60.45
2017-09-06,61.4
2017-09-07,63.85
2017-09-08,65.7
2017-09-11,68.65
2017-09-12,59.9
2017-09-13,56.05
2017-09-14,56.85
2017-09-15,56.45
2017-09-18,56.75
2017-09-19,58.7
2017-09-20,59.2
2017-09-21,59.65
2017-09-22,57.65
2017-09-25,55.2
2017-09-26,56.5
2017-09-27,54.3
2017-09-28,54.9
2017-09-29,56.05
2017-10-03,55.5
2017-10-04,55.5
2017-10-05,56.15
2017-10-06,57.7
2017-10-09,58.15
2017-10-10,60.0
2017-10-11,57.8
2017-10-12,58.8
2017-10-13,58.55
2017-10-16,58.05
2017-10-17,57.2
2017-10-18,57.55
2017-10-19,58.65
2017-10-23,58.95
2017-10-24,60.55
2017-10-25,59.65
2017-10-26,61.65
2017-10-27,62.1
2017-10-30,65.0
2017-10-31,63.65
2017-11-01,62.55
2017-11-02,62.0
2017-11-03,63.1
2017-11-06,62.5
2017-11-07,62.85
2017-11-08,64.65
2017-11-09,62.75
2017-11-10,61.05
2017-11-13,60.55
2017-11-14,61.2
2017-11-15,73.4
2017-11-16,74.5
2017-11-17,75.55
2017-11-20,76.05
2017-11-21,71.9
2017-11-22,75.4
2017-11-23,76.9
2017-11-24,77.45
2017-11-27,77.05
2017-11-28,77.45
2017-11-29,75.85
2017-11-30,76.5
2017-12-01,77.45
2017-12-04,77.25
2017-12-05,92.7
2017-12-06,96.15
2017-12-07,98.75
2017-12-08,98.25
2017-12-11,98.75
2017-12-12,92.7
2017-12-13,88.6
2017-12-14,89.35
2017-12-15,88.0
2017-12-18,85.45
2017-12-19,102.5
2017-12-20,99.05
2017-12-21,98.45
2017-12-22,98.2
2017-12-26,96.75
2017-12-27,116.0
2017-12-28,107.6
2017-12-29,110.6
