Date,INTELLECT
2016-09-26,186.85
2016-09-27,186.8
2016-09-28,185.75
2016-09-29,174.7
2016-09-30,173.55
2016-10-03,178.85
2016-10-04,182.3
2016-10-05,181.4
2016-10-06,178.15
2016-10-07,177.8
2016-10-10,182.15
2016-10-13,176.75
2016-10-14,176.35
2016-10-17,181.35
2016-10-18,183.2
2016-10-19,181.6
2016-10-20,183.7
2016-10-21,182.7
2016-10-24,181.2
2016-10-25,179.3
2016-10-26,180.25
2016-10-27,180.55
2016-10-28,188.4
2016-10-30,188.85
2016-11-01,188.45
2016-11-02,183.25
2016-11-03,168.55
2016-11-04,159.75
2016-11-07,158.1
2016-11-08,153.55
2016-11-09,146.55
2016-11-10,150.5
2016-11-11,141.4
2016-11-15,131.45
2016-11-16,137.85
2016-11-17,133.3
2016-11-18,132.05
2016-11-21,120.5
2016-11-22,122.9
2016-11-23,131.1
2016-11-24,136.95
2016-11-25,142.2
2016-11-28,142.6
2016-11-29,140.3
2016-11-30,143.3
2016-12-01,149.25
2016-12-02,144.65
2016-12-05,144.15
2016-12-06,146.4
2016-12-07,143.8
2016-12-08,145.4
2016-12-09,172.1
2016-12-12,165.0
2016-12-13,169.8
2016-12-14,166.4
2016-12-15,161.45
2016-12-16,154.5
2016-12-19,150.6
2016-12-20,145.8
2016-12-21,141.9
2016-12-22,136.35
2016-12-23,136.25
2016-12-26,130.0
2016-12-27,132.6
2016-12-28,135.45
2016-12-29,139.6
2016-12-30,139.7
2017-01-02,142.5
2017-01-03,143.5
2017-01-04,142.1
2017-01-05,145.2
2017-01-06,146.0
2017-01-09,144.75
2017-01-10,145.9
2017-01-11,146.25
2017-01-12,144.7
2017-01-13,143.65
2017-01-16,142.65
2017-01-17,145.1
2017-01-18,148.65
2017-01-19,149.35
2017-01-20,144.0
2017-01-23,143.6
2017-01-24,143.8
2017-01-25,150.45
2017-01-27,153.1
2017-01-30,147.75
2017-01-31,141.7
2017-02-01,141.9
2017-02-02,150.45
2017-02-03,139.75
2017-02-06,133.9
2017-02-07,131.5
2017-02-08,132.5
2017-02-09,131.75
2017-02-10,129.2
2017-02-13,127.35
2017-02-14,120.35
2017-02-15,111.6
2017-02-16,113.9
2017-02-17,112.4
2017-02-20,112.9
2017-02-21,111.25
2017-02-22,112.6
2017-02-23,114.25
2017-02-27,112.85
2017-02-28,111.4
2017-03-01,119.55
2017-03-02,121.65
2017-03-03,123.45
2017-03-06,121.55
2017-03-07,120.15
2017-03-08,119.85
2017-03-09,117.8
2017-03-10,115.45
2017-03-14,115.0
2017-03-15,112.45
2017-03-16,113.5
2017-03-17,114.95
2017-03-20,114.9
2017-03-21,114.95
2017-03-22,115.0
2017-03-23,114.05
2017-03-24,115.7
2017-03-27,116.25
2017-03-28,115.05
2017-03-29,114.0
2017-03-30,114.35
2017-03-31,115.0
2017-04-03,118.6
2017-04-05,123.2
2017-04-06,119.75
2017-04-07,121.0
2017-04-10,119.9
2017-04-11,119.15
2017-04-12,118.55
2017-04-13,122.2
2017-04-17,124.15
2017-04-18,122.5
2017-04-19,123.95
2017-04-20,124.35
2017-04-21,124.15
2017-04-24,123.2
2017-04-25,125.4
2017-04-26,129.35
2017-04-27,128.95
2017-04-28,129.9
2017-05-02,125.6
2017-05-03,139.5
2017-05-04,131.85
2017-05-05,128.5
2017-05-08,128.6
2017-05-09,129.25
2017-05-10,128.1
2017-05-11,126.0
2017-05-12,126.4
2017-05-15,123.4
2017-05-16,125.45
2017-05-17,124.15
2017-05-18,119.65
2017-05-19,121.6
2017-05-22,122.35
2017-05-23,116.15
2017-05-24,116.3
2017-05-25,118.95
2017-05-26,121.3
2017-05-29,119.65
2017-05-30,122.5
2017-05-31,125.45
2017-06-01,124.05
2017-06-02,121.05
2017-06-05,120.7
2017-06-06,119.75
2017-06-07,118.1
2017-06-08,118.45
2017-06-09,119.5
2017-06-12,118.25
2017-06-13,120.2
2017-06-14,120.75
2017-06-15,119.75
2017-06-16,118.9
2017-06-19,119.0
2017-06-20,120.9
2017-06-21,123.25
2017-06-22,122.65
2017-06-23,121.85
2017-06-27,120.8
2017-06-28,120.35
2017-06-29,122.05
2017-06-30,123.25
2017-07-03,126.25
2017-07-04,131.25
2017-07-05,128.55
2017-07-06,128.3
2017-07-07,122.6
2017-07-10,124.2
2017-07-11,123.65
2017-07-12,129.2
2017-07-13,132.1
2017-07-14,130.6
2017-07-17,118.2
2017-07-18,116.2
2017-07-19,117.55
2017-07-20,116.4
2017-07-21,115.15
2017-07-24,113.45
2017-07-25,117.35
2017-07-26,114.0
2017-07-27,112.75
2017-07-28,111.0
2017-07-31,110.15
2017-08-01,111.1
2017-08-02,112.8
2017-08-03,110.55
2017-08-04,107.6
2017-08-07,105.05
2017-08-08,105.6
2017-08-09,105.0
2017-08-10,100.9
2017-08-11,99.55
2017-08-14,102.55
2017-08-16,103.75
2017-08-17,112.4
2017-08-18,111.85
2017-08-21,108.5
2017-08-22,108.45
2017-08-23,110.75
2017-08-24,108.9
2017-08-28,106.75
2017-08-29,104.95
2017-08-30,105.75
2017-08-31,107.4
2017-09-01,113.5
2017-09-04,109.85
2017-09-05,110.25
2017-09-06,109.5
2017-09-07,109.95
2017-09-08,112.0
2017-09-11,112.4
2017-09-12,117.55
2017-09-13,121.65
2017-09-14,119.75
2017-09-15,117.0
2017-09-18,121.7
2017-09-19,123.25
2017-09-20,128.65
2017-09-21,130.7
2017-09-22,121.95
2017-09-25,117.7
2017-09-26,118.8
2017-09-27,114.6
2017-09-28,116.15
2017-09-29,119.15
2017-10-03,119.2
2017-10-04,120.2
2017-10-05,127.1
2017-10-06,130.65
2017-10-09,131.75
2017-10-10,131.65
2017-10-11,127.65
2017-10-12,134.8
2017-10-13,132.85
2017-10-16,131.65
2017-10-17,130.05
2017-10-18,131.25
2017-10-19,130.05
2017-10-23,128.35
2017-10-24,129.5
2017-10-25,129.4
2017-10-26,133.15
2017-10-27,131.3
2017-10-30,134.65
2017-10-31,140.55
2017-11-01,142.15
2017-11-02,148.3
2017-11-03,145.65
2017-11-06,145.85
2017-11-07,143.9
2017-11-08,144.25
2017-11-09,146.05
2017-11-10,145.4
2017-11-13,142.85
2017-11-14,141.95
2017-11-15,136.8
2017-11-16,137.75
2017-11-17,138.85
2017-11-20,140.05
2017-11-21,140.0
2017-11-22,139.95
2017-11-23,143.25
2017-11-24,143.05
2017-11-27,140.7
2017-11-28,142.1
2017-11-29,141.1
2017-11-30,139.85
2017-12-01,138.6
2017-12-04,137.8
2017-12-05,136.5
2017-12-06,139.35
2017-12-07,139.85
2017-12-08,142.25
2017-12-11,142.75
2017-12-12,142.0
2017-12-13,141.05
2017-12-14,143.1
2017-12-15,145.65
2017-12-18,157.95
2017-12-19,164.9
2017-12-20,166.0
2017-12-21,170.2
2017-12-22,172.55
2017-12-26,175.4
2017-12-27,166.9
2017-12-28,167.2
2017-12-29,164.75
