Date,SHARDAMOTR
2016-06-01,825.0
2016-06-02,819.9
2016-06-03,811.25
2016-06-06,842.55
2016-06-07,848.45
2016-06-08,872.6
2016-06-09,860.5
2016-06-10,851.0
2016-06-13,839.2
2016-06-14,864.0
2016-06-15,858.75
2016-06-16,861.55
2016-06-17,860.0
2016-06-20,855.0
2016-06-21,858.0
2016-06-22,830.3
2016-06-23,846.95
2016-06-24,837.45
2016-06-27,832.7
2016-06-28,825.7
2016-06-29,825.0
2016-06-30,830.35
2016-07-01,841.7
2016-07-04,835.95
2016-07-05,832.1
2016-07-07,837.25
2016-07-08,829.95
2016-07-11,835.0
2016-07-12,861.1
2016-07-13,869.9
2016-07-14,899.55
2016-07-15,934.95
2016-07-18,960.95
2016-07-19,956.85
2016-07-20,957.7
2016-07-21,946.15
2016-07-22,950.0
2016-07-25,946.05
2016-07-26,945.25
2016-07-27,949.5
2016-07-28,1007.1
2016-07-29,1042.85
2016-08-01,999.1
2016-08-02,1004.3
2016-08-03,970.7
2016-08-04,1062.5
2016-08-05,1076.2
2016-08-08,1124.25
2016-08-09,1131.65
2016-08-10,1122.6
2016-08-11,1111.15
2016-08-12,1180.35
2016-08-16,1178.8
2016-08-17,1173.8
2016-08-18,1260.3
2016-08-19,1277.4
2016-08-22,1346.1
2016-08-23,1197.45
2016-08-24,1195.6
2016-08-25,1200.2
2016-08-26,1192.55
2016-08-29,1191.25
2016-08-30,1179.85
2016-08-31,1181.55
2016-09-01,1178.7
2016-09-02,1182.3
2016-09-06,1180.15
2016-09-07,1181.05
2016-09-08,1185.5
2016-09-09,1166.2
2016-09-12,1169.15
2016-09-14,1179.2
2016-09-15,1175.5
2016-09-16,1180.65
2016-09-19,1191.35
2016-09-20,1187.1
2016-09-21,1186.9
2016-09-22,1183.85
2016-09-23,1167.35
2016-09-26,1167.9
2016-09-27,1165.2
2016-09-28,1157.05
2016-09-29,1080.65
2016-09-30,1117.6
2016-10-03,1171.05
2016-10-04,1161.45
2016-10-05,1181.2
2016-10-06,1176.65
2016-10-07,1166.75
2016-10-10,1161.55
2016-10-13,1173.05
2016-10-14,1163.8
2016-10-17,1179.7
2016-10-18,1174.5
2016-10-19,1169.4
2016-10-20,1180.0
2016-10-21,1182.2
2016-10-24,1259.0
2016-10-25,1276.5
2016-10-26,1294.25
2016-10-27,1287.25
2016-10-28,1310.3
2016-10-30,1334.85
2016-11-01,1344.65
2016-11-02,1303.0
2016-11-03,1265.3
2016-11-04,1219.7
2016-11-07,1303.05
2016-11-08,1282.4
2016-11-09,1248.6
2016-11-10,1237.4
2016-11-11,1198.05
2016-11-15,1088.05
2016-11-16,1113.35
2016-11-17,1072.5
2016-11-18,1037.9
2016-11-21,1008.3
2016-11-22,1035.4
2016-11-23,1055.5
2016-11-24,1068.4
2016-11-25,1080.55
2016-11-28,1050.35
2016-11-29,1034.45
2016-11-30,1058.2
2016-12-01,1039.15
2016-12-02,1029.4
2016-12-05,1042.55
2016-12-06,1041.55
2016-12-07,1034.05
2016-12-08,1043.25
2016-12-09,1040.3
2016-12-12,1028.85
2016-12-13,1024.4
2016-12-14,1041.7
2016-12-15,1031.25
2016-12-16,1037.8
2016-12-19,1032.75
2016-12-20,998.6
2016-12-21,996.05
2016-12-22,986.85
2016-12-23,987.65
2016-12-26,956.7
2016-12-27,993.25
2016-12-28,998.15
2016-12-29,995.8
2016-12-30,993.55
2017-01-02,1041.9
2017-01-03,1050.0
2017-01-04,1056.3
2017-01-05,1049.95
2017-01-06,1053.0
2017-01-09,1079.25
2017-01-10,1121.6
2017-01-11,1137.45
2017-01-12,1127.9
2017-01-13,1141.1
2017-01-16,1143.7
2017-01-17,1155.95
2017-01-18,1149.3
2017-01-19,1147.5
2017-01-20,1132.8
2017-01-23,1123.6
2017-01-24,1138.25
2017-01-25,1148.4
2017-01-27,1145.1
2017-01-30,1146.0
2017-01-31,1143.85
2017-02-01,1165.65
2017-02-02,1159.15
2017-02-03,1223.1
2017-02-06,1213.05
2017-02-07,1237.25
2017-02-08,1265.8
2017-02-09,1260.8
2017-02-10,1270.95
2017-02-13,1285.9
2017-02-14,1259.5
2017-02-15,1224.35
2017-02-16,1229.75
2017-02-17,1227.3
2017-02-20,1275.5
2017-02-21,1307.45
2017-02-22,1298.05
2017-02-23,1309.85
2017-02-27,1310.8
2017-02-28,1351.7
2017-03-01,1432.55
2017-03-02,1487.85
2017-03-03,1524.3
2017-03-06,1567.15
2017-03-07,1552.35
2017-03-08,1552.75
2017-03-09,1598.75
2017-03-10,1557.65
2017-03-14,1579.1
2017-03-15,1598.25
2017-03-16,1612.8
2017-03-17,1631.25
2017-03-20,1653.4
2017-03-21,1694.15
2017-03-22,1726.2
2017-03-23,1944.15
2017-03-24,1873.4
2017-03-27,1864.55
2017-03-28,1941.25
2017-03-29,1991.2
2017-03-30,1958.85
2017-03-31,2074.3
2017-04-03,2005.7
2017-04-05,2030.1
2017-04-06,1965.45
2017-04-07,1961.8
2017-04-10,1962.25
2017-04-11,1966.1
2017-04-12,1981.9
2017-04-13,2037.1
2017-04-17,2073.2
2017-04-18,2078.15
2017-04-19,2088.6
2017-04-20,2065.85
2017-04-21,2127.1
2017-04-24,2093.85
2017-04-25,2064.9
2017-04-26,1978.15
2017-04-27,1923.25
2017-04-28,1913.65
2017-05-02,1902.8
2017-05-03,1890.25
2017-05-04,1893.0
2017-05-05,1847.7
2017-05-08,1852.55
2017-05-09,1833.8
2017-05-10,1831.0
2017-05-11,1907.15
2017-05-12,1858.9
2017-05-15,1887.1
2017-05-16,1876.8
2017-05-17,1896.15
2017-05-18,1860.4
2017-05-19,1845.55
2017-05-22,1791.65
2017-05-23,1774.7
2017-05-24,1719.05
2017-05-25,1722.45
2017-05-26,1812.35
2017-05-29,1784.35
2017-05-30,1786.95
2017-05-31,2144.3
2017-06-01,2378.2
2017-06-02,2420.5
2017-06-05,2589.7
2017-06-06,2540.3
2017-06-07,2593.75
2017-06-08,2655.75
2017-06-09,2791.85
2017-06-12,2912.8
2017-06-13,2866.05
2017-06-14,2859.65
2017-06-15,2804.65
2017-06-16,2814.7
2017-06-19,2760.85
2017-06-20,2792.55
2017-06-21,2872.1
2017-06-22,2834.7
2017-06-23,2751.3
2017-06-27,2577.8
2017-06-28,2688.2
2017-06-29,2724.75
2017-06-30,2674.45
2017-07-03,2698.35
2017-07-04,2687.95
2017-07-05,2746.9
2017-07-06,2787.05
2017-07-07,2731.85
2017-07-10,2734.25
2017-07-11,2650.0
2017-07-12,2624.05
2017-07-13,2741.3
2017-07-14,2779.25
2017-07-17,2850.6
2017-07-18,2804.9
2017-07-19,2756.15
2017-07-20,2774.3
2017-07-21,2769.7
2017-07-24,2675.6
2017-07-25,2651.45
2017-07-26,2695.9
2017-07-27,2668.8
2017-07-28,2658.8
2017-07-31,2641.95
2017-08-01,2750.85
2017-08-02,2762.85
2017-08-03,2725.35
2017-08-04,2690.45
2017-08-07,2770.85
2017-08-08,2695.05
2017-08-09,2619.0
2017-08-10,2531.8
2017-08-11,2604.8
2017-08-14,2616.25
2017-08-16,2648.6
2017-08-17,2694.6
2017-08-18,2713.75
2017-08-21,2699.2
2017-08-22,2661.35
2017-08-23,2663.65
2017-08-24,2607.55
2017-08-28,2615.85
2017-08-29,2576.1
2017-08-30,2603.95
2017-08-31,2753.35
2017-09-01,2839.45
2017-09-04,2877.45
2017-09-05,2965.4
2017-09-06,2927.55
2017-09-07,2911.6
2017-09-08,2860.95
2017-09-11,2854.1
2017-09-12,2843.45
2017-09-13,2812.6
2017-09-14,2750.95
2017-09-15,2732.5
2017-09-18,2720.45
2017-09-19,2703.6
2017-09-20,2748.6
2017-09-21,2738.25
2017-09-22,2666.5
2017-09-25,2560.8
2017-09-26,2607.15
2017-09-27,2547.15
2017-09-28,2547.95
2017-09-29,2628.9
2017-10-03,2653.65
2017-10-04,2741.9
2017-10-05,2723.05
2017-10-06,2744.8
2017-10-09,2794.8
2017-10-10,2750.05
2017-10-11,2737.75
2017-10-12,2672.35
2017-10-13,2602.05
2017-10-16,2607.8
2017-10-17,2570.5
2017-10-18,2564.3
2017-10-19,2584.5
2017-10-23,2566.3
2017-10-24,2574.05
2017-10-25,2565.9
2017-10-26,2596.55
2017-10-27,2557.65
2017-10-30,2517.4
2017-10-31,2500.65
2017-11-01,2492.7
2017-11-02,2494.75
2017-11-03,2453.8
2017-11-06,2404.3
2017-11-07,2424.5
2017-11-08,2496.65
2017-11-09,2516.1
2017-11-10,2492.9
2017-11-13,2482.6
2017-11-14,2398.25
2017-11-15,2376.05
2017-11-16,2326.85
2017-11-17,2278.75
2017-11-20,2442.95
2017-11-21,2347.15
2017-11-22,2300.65
2017-11-23,2285.35
2017-11-24,2256.55
2017-11-27,2409.75
2017-11-28,2316.8
2017-11-29,2372.75
2017-11-30,2305.1
2017-12-01,2286.8
2017-12-04,2305.25
2017-12-05,2315.65
2017-12-06,2290.0
2017-12-07,2296.0
2017-12-08,2410.05
2017-12-11,2715.35
2017-12-12,2650.85
2017-12-13,2523.3
2017-12-14,2466.95
2017-12-15,2401.5
2017-12-18,2355.1
2017-12-19,2304.1
2017-12-20,2426.2
2017-12-21,2487.7
2017-12-22,2455.65
2017-12-26,2471.1
2017-12-27,2454.1
2017-12-28,2576.3
2017-12-29,2534.9
