Date,REMSONSIND
2016-11-09,53.35
2016-11-10,56.0
2016-11-11,52.75
2016-11-15,51.2
2016-11-16,51.0
2016-11-17,52.6
2016-11-18,49.5
2016-11-21,53.85
2016-11-22,50.05
2016-11-23,51.35
2016-11-24,50.0
2016-11-28,48.6
2016-11-30,49.9
2016-12-01,51.5
2016-12-05,47.6
2016-12-06,50.5
2016-12-07,49.9
2016-12-08,52.0
2016-12-09,49.7
2016-12-13,47.95
2016-12-15,49.0
2016-12-20,47.4
2016-12-21,50.5
2016-12-22,47.5
2016-12-26,47.5
2016-12-28,50.0
2016-12-30,50.5
2017-01-02,52.25
2017-01-03,51.5
2017-01-04,52.5
2017-01-05,50.95
2017-01-09,47.1
2017-01-10,50.95
2017-01-11,50.0
2017-01-12,49.95
2017-01-13,52.9
2017-01-16,54.55
2017-01-17,52.6
2017-01-18,54.5
2017-01-19,53.95
2017-01-20,51.7
2017-01-23,56.95
2017-01-24,68.3
2017-01-25,76.55
2017-01-27,86.6
2017-01-30,84.15
2017-01-31,77.1
2017-02-01,73.6
2017-03-07,57.95
2017-03-08,59.0
2017-03-09,58.1
2017-03-10,60.0
2017-03-14,58.7
2017-03-15,61.6
2017-03-16,58.55
2017-03-17,56.1
2017-03-20,55.5
2017-03-21,56.35
2017-03-22,55.1
2017-03-23,55.0
2017-03-24,53.7
2017-03-27,52.65
2017-03-28,51.3
2017-03-29,51.05
2017-03-30,52.25
2017-03-31,52.9
2017-04-03,54.65
2017-04-05,54.1
2017-04-06,54.9
2017-04-07,55.05
2017-04-10,53.5
2017-04-11,56.4
2017-04-12,56.9
2017-04-13,53.2
2017-04-17,56.85
2017-04-18,54.4
2017-04-19,53.15
2017-04-20,54.55
2017-04-21,53.45
2017-04-24,56.2
2017-04-25,54.25
2017-04-26,55.05
2017-04-27,53.85
2017-04-28,53.1
2017-05-02,55.85
2017-05-03,55.5
2017-05-04,52.75
2017-05-05,53.05
2017-05-08,52.2
2017-05-09,54.5
2017-05-10,53.45
2017-05-11,54.0
2017-05-12,52.5
2017-05-15,54.0
2017-05-16,54.85
2017-05-17,53.5
2017-05-18,52.0
2017-05-19,51.5
2017-05-22,51.9
2017-05-23,51.0
2017-05-25,55.6
2017-05-26,60.6
2017-05-29,57.6
2017-05-30,56.8
2017-05-31,54.35
2017-06-01,55.8
2017-06-02,55.45
2017-06-05,56.6
2017-06-06,54.2
2017-06-07,55.95
2017-06-08,54.3
2017-06-09,56.35
2017-06-12,55.65
2017-06-13,54.55
2017-06-14,56.75
2017-06-15,54.0
2017-06-16,55.8
2017-06-19,54.2
2017-06-20,54.3
2017-06-21,55.85
2017-06-22,54.6
2017-06-23,53.75
2017-06-27,55.5
2017-06-28,57.0
2017-06-29,58.9
2017-06-30,58.85
2017-07-03,57.85
2017-07-04,57.7
2017-07-05,57.9
2017-07-06,57.9
2017-07-07,60.95
2017-07-10,60.7
2017-07-11,63.45
2017-07-12,66.8
2017-07-13,69.9
2017-07-14,69.9
2017-07-17,74.4
2017-07-18,74.2
2017-07-19,80.05
2017-07-20,81.95
2017-07-21,81.75
2017-07-24,78.6
2017-07-25,77.1
2017-07-26,79.3
2017-07-27,78.75
2017-07-28,86.0
2017-07-31,85.4
2017-08-01,81.0
2017-08-02,79.3
2017-08-03,78.55
2017-08-04,78.8
2017-08-07,77.0
2017-08-08,75.55
2017-08-09,72.0
2017-08-10,69.25
2017-08-11,65.55
2017-08-14,66.4
2017-08-16,66.4
2017-08-17,69.95
2017-08-18,67.4
2017-08-21,69.45
2017-08-22,69.55
2017-08-23,67.0
2017-08-24,65.15
2017-08-28,68.3
2017-08-29,70.75
2017-08-30,71.0
2017-08-31,68.2
2017-09-01,72.8
2017-09-04,71.8
2017-09-05,72.7
2017-09-06,73.35
2017-09-07,73.2
2017-09-08,72.1
2017-09-11,72.75
2017-09-12,75.95
2017-09-13,74.5
2017-09-14,78.75
2017-09-15,75.95
2017-09-18,72.05
2017-09-19,69.95
2017-09-20,69.75
2017-09-21,69.7
2017-09-22,68.0
2017-09-25,69.45
2017-09-26,64.4
2017-09-27,65.5
2017-09-28,68.6
2017-09-29,69.75
2017-10-03,71.9
2017-10-04,70.0
2017-10-05,67.05
2017-10-06,68.0
2017-10-09,71.75
2017-10-10,71.85
2017-10-11,69.9
2017-10-12,69.45
2017-10-13,67.15
2017-10-16,68.95
2017-10-17,69.25
2017-10-18,70.15
2017-10-19,72.3
2017-10-23,74.8
2017-10-24,75.0
2017-10-25,75.5
2017-10-26,76.5
2017-10-27,75.2
2017-10-30,77.45
2017-10-31,80.1
2017-11-01,77.8
2017-11-02,77.95
2017-11-03,77.35
2017-11-06,78.3
2017-11-07,74.75
2017-11-08,78.1
2017-11-09,79.0
2017-11-10,77.25
2017-11-13,76.35
2017-11-14,74.8
2017-11-15,74.8
2017-11-16,72.25
2017-11-17,72.25
2017-11-20,71.85
2017-11-21,72.5
2017-11-22,72.5
2017-11-23,73.2
2017-11-24,73.75
2017-11-27,88.5
2017-11-28,93.55
2017-11-29,90.45
2017-11-30,83.6
2017-12-01,78.15
2017-12-04,93.75
2017-12-05,107.95
2017-12-06,129.5
2017-12-07,139.85
2017-12-08,137.4
2017-12-11,140.7
2017-12-12,138.5
2017-12-13,127.35
2017-12-14,116.05
2017-12-15,127.55
2017-12-18,125.8
2017-12-19,127.75
2017-12-20,123.85
