Date,TCS
2017-09-18,2499.05
2017-09-19,2498.25
2017-09-20,2493.55
2017-09-21,2524.9
2017-09-22,2503.6
2017-09-25,2510.75
2017-09-26,2474.65
2017-09-27,2495.0
2017-09-28,2476.45
2017-09-29,2435.95
2017-10-03,2448.45
2017-10-04,2442.3
2017-10-05,2429.6
2017-10-06,2446.65
2017-10-09,2454.1
2017-10-10,2459.25
2017-10-11,2500.35
2017-10-12,2548.2
2017-10-13,2558.6
2017-10-16,2584.4
2017-10-17,2594.55
2017-10-18,2586.6
2017-10-19,2583.9
2017-10-23,2587.9
2017-10-24,2578.4
2017-10-25,2559.9
2017-10-26,2538.85
2017-10-27,2584.3
2017-10-30,2616.2
2017-10-31,2624.0
2017-11-01,2602.85
2017-11-02,2626.15
2017-11-03,2620.1
2017-11-06,2665.55
2017-11-07,2710.05
2017-11-08,2735.0
2017-11-09,2736.4
2017-11-10,2708.75
2017-11-13,2758.95
2017-11-14,2714.6
2017-11-15,2705.3
2017-11-16,2746.65
2017-11-17,2707.3
2017-11-20,2703.45
2017-11-21,2672.95
2017-11-22,2680.65
2017-11-23,2681.25
2017-11-24,2688.05
2017-11-27,2685.85
2017-11-28,2685.3
2017-11-29,2658.15
2017-11-30,2637.0
2017-12-01,2629.95
2017-12-04,2632.35
2017-12-05,2635.55
2017-12-06,2633.3
2017-12-07,2617.25
2017-12-08,2601.5
2017-12-11,2661.1
2017-12-12,2612.15
2017-12-13,2628.4
2017-12-14,2557.8
2017-12-15,2545.6
2017-12-18,2580.5
2017-12-19,2575.3
2017-12-20,2588.95
2017-12-21,2595.7
2017-12-22,2646.75
2017-12-26,2649.45
2017-12-27,2619.9
2017-12-28,2626.95
2017-12-29,2701.2
