Date,NIITLTD
2015-11-16,87.25
2015-11-17,91.15
2015-11-18,91.65
2015-11-19,92.6
2015-11-20,91.65
2015-11-23,93.05
2015-11-24,93.9
2015-11-26,92.35
2015-11-27,97.75
2015-11-30,99.1
2015-12-01,97.2
2015-12-02,95.6
2015-12-03,96.5
2015-12-04,94.75
2015-12-07,95.05
2015-12-08,92.5
2015-12-09,90.5
2015-12-10,92.75
2015-12-11,91.65
2015-12-14,91.6
2015-12-15,93.75
2015-12-16,92.7
2015-12-17,98.15
2015-12-18,100.5
2015-12-21,100.1
2015-12-22,97.85
2015-12-23,98.05
2015-12-24,98.05
2015-12-28,105.85
2015-12-29,102.85
2015-12-30,100.15
2015-12-31,99.05
2016-01-01,99.05
2016-01-04,96.1
2016-01-05,96.0
2016-01-06,94.0
2016-01-07,90.4
2016-01-08,91.35
2016-01-11,91.8
2016-01-12,94.35
2016-01-13,88.75
2016-01-14,86.0
2016-01-15,82.2
2016-01-18,75.65
2016-01-19,75.75
2016-01-20,78.85
2016-01-21,83.8
2016-01-22,84.05
2016-01-25,85.1
2016-01-27,89.2
2016-01-28,87.4
2016-01-29,85.55
2016-02-01,85.15
2016-02-02,80.45
2016-02-03,78.65
2016-02-04,76.25
2016-02-05,81.05
2016-02-08,78.85
2016-02-09,78.65
2016-02-10,79.6
2016-02-11,72.6
2016-02-12,71.2
2016-02-15,75.9
2016-02-16,72.15
2016-02-17,72.35
2016-02-18,73.15
2016-02-19,72.55
2016-02-22,72.9
2016-02-23,71.55
2016-02-24,69.5
2016-02-25,69.35
2016-02-26,69.25
2016-02-29,70.3
2016-03-01,75.1
2016-03-02,76.65
2016-03-03,78.05
2016-03-04,77.85
2016-03-08,76.95
2016-03-09,79.75
2016-03-10,80.45
2016-03-11,79.1
2016-03-14,79.6
2016-03-15,79.25
2016-03-16,78.0
2016-03-17,78.6
2016-03-18,84.3
2016-03-21,82.3
2016-03-22,80.95
2016-03-23,80.85
2016-03-28,77.7
2016-03-29,78.1
2016-03-30,79.45
2016-03-31,78.95
2016-04-01,83.25
2016-04-04,82.65
2016-04-05,79.6
2016-04-06,79.4
2016-04-07,78.55
2016-04-08,78.85
2016-04-11,78.85
2016-04-12,79.0
2016-04-13,82.4
2016-04-18,85.7
2016-04-20,85.8
2016-04-21,83.0
2016-04-22,83.6
2016-04-25,81.7
2016-04-26,82.7
2016-04-27,82.35
2016-04-28,80.45
2016-04-29,83.5
2016-05-02,82.7
2016-05-03,81.1
2016-05-04,79.4
2016-05-05,79.2
2016-05-06,80.1
2016-05-09,82.8
2016-05-10,84.15
2016-05-11,81.2
2016-05-12,83.8
2016-05-13,81.75
2016-05-16,80.7
2016-05-17,81.55
2016-05-18,80.8
2016-05-19,78.8
2016-05-20,80.15
2016-05-23,78.55
2016-05-24,77.8
2016-05-25,78.95
2016-05-26,79.55
2016-05-27,78.95
2016-05-30,78.8
2016-05-31,77.8
2016-06-01,79.85
2016-06-02,80.15
2016-06-03,79.8
2016-06-06,78.9
2016-06-07,78.65
2016-06-08,78.95
2016-06-09,80.5
2016-06-10,80.0
2016-06-13,82.65
2016-06-14,84.45
2016-06-15,83.3
2016-06-16,85.3
2016-06-17,88.15
2016-06-20,87.3
2016-06-21,85.35
2016-06-22,83.1
2016-06-23,84.1
2016-06-24,80.3
2016-06-27,83.1
2016-06-28,82.1
2016-06-29,82.95
2016-06-30,86.1
2016-07-01,86.3
2016-07-04,86.7
2016-07-05,85.2
2016-07-07,84.65
2016-07-08,83.7
2016-07-11,84.8
2016-07-12,84.15
2016-07-13,84.85
2016-07-14,88.95
2016-07-15,84.1
2016-07-18,84.05
2016-07-19,83.9
2016-07-20,85.0
2016-07-21,83.5
2016-07-22,83.6
2016-07-25,83.9
2016-07-26,85.95
2016-07-27,86.8
2016-07-28,83.45
2016-07-29,83.55
2016-08-01,81.8
2016-08-02,78.9
2016-08-03,76.5
2016-08-04,78.1
2016-08-05,79.45
2016-08-08,78.25
2016-08-09,82.3
2016-08-10,83.55
2016-08-11,83.75
2016-08-12,84.9
2016-08-16,84.75
2016-08-17,85.05
2016-08-18,88.95
2016-08-19,90.55
2016-08-22,95.0
2016-08-23,96.65
2016-08-24,97.3
2016-08-25,94.3
2016-08-26,94.55
2016-08-29,94.05
2016-08-30,94.55
2016-08-31,92.8
2016-09-01,93.25
2016-09-02,96.65
2016-09-06,97.6
2016-09-07,95.9
2016-09-08,95.7
2016-09-09,95.15
2016-09-12,99.65
2016-09-14,103.25
2016-09-15,104.35
2016-09-16,99.55
2016-09-19,99.3
2016-09-20,101.35
2016-09-21,101.35
2016-09-22,99.95
2016-09-23,98.7
2016-09-26,97.55
2016-09-27,99.4
2016-09-28,99.1
2016-09-29,94.0
2016-09-30,95.25
2016-10-03,97.3
2016-10-04,97.3
2016-10-05,97.55
2016-10-06,97.25
2016-10-07,95.55
2016-10-10,94.7
2016-10-13,92.5
2016-10-14,96.65
2016-10-17,94.65
2016-10-18,95.1
2016-10-19,91.4
2016-10-20,89.65
2016-10-21,89.0
2016-10-24,88.5
2016-10-25,87.7
2016-10-26,84.9
2016-10-27,84.1
2016-10-28,84.8
2016-10-30,85.85
2016-11-01,86.25
2016-11-02,85.75
2016-11-03,83.85
2016-11-04,82.15
2016-11-07,83.3
2016-11-08,83.1
2016-11-09,81.15
2016-11-10,81.9
2016-11-11,78.45
2016-11-15,73.95
2016-11-16,72.0
2016-11-17,73.25
2016-11-18,73.4
2016-11-21,70.9
2016-11-22,71.3
2016-11-23,72.9
2016-11-24,72.35
2016-11-25,73.95
2016-11-28,75.6
2016-11-29,73.3
2016-11-30,75.9
2016-12-01,77.0
2016-12-02,77.15
2016-12-05,76.35
2016-12-06,76.6
2016-12-07,75.95
2016-12-08,76.0
2016-12-09,78.1
2016-12-12,79.15
2016-12-13,78.9
2016-12-14,81.7
2016-12-15,81.9
2016-12-16,79.35
2016-12-19,81.95
2016-12-20,80.4
2016-12-21,79.9
2016-12-22,77.4
2016-12-23,76.6
2016-12-26,78.35
2016-12-27,78.5
2016-12-28,80.55
2016-12-29,79.7
2016-12-30,80.2
2017-01-02,80.35
2017-01-03,81.9
2017-01-04,83.0
2017-01-05,87.45
2017-01-06,88.75
2017-01-09,88.9
2017-01-10,87.4
2017-01-11,86.35
2017-01-12,85.95
2017-01-13,84.9
2017-01-16,84.3
2017-01-17,84.95
2017-01-18,83.85
2017-01-19,83.95
2017-01-20,78.35
2017-01-23,79.25
2017-01-24,77.95
2017-01-25,77.95
2017-01-27,78.3
2017-01-30,77.2
2017-01-31,74.35
2017-02-01,73.85
2017-02-02,74.2
2017-02-03,73.6
2017-02-06,75.9
2017-02-07,74.65
2017-02-08,74.25
2017-02-09,76.05
2017-02-10,74.95
2017-02-13,74.2
2017-02-14,73.45
2017-02-15,73.95
2017-02-16,73.3
2017-02-17,73.45
2017-02-20,74.2
2017-02-21,77.8
2017-02-22,77.5
2017-02-23,77.9
2017-02-27,75.9
2017-02-28,74.75
2017-03-01,76.0
2017-03-02,74.4
2017-03-03,74.35
2017-03-06,74.25
2017-03-07,73.35
2017-03-08,74.1
2017-03-09,75.65
2017-03-10,74.35
2017-03-14,74.1
2017-03-15,72.85
2017-03-16,73.45
2017-03-17,73.5
2017-03-20,73.7
2017-03-21,73.0
2017-03-22,72.25
2017-03-23,73.7
2017-03-24,76.15
2017-03-27,82.65
2017-03-28,82.25
2017-03-29,83.75
2017-03-30,85.1
2017-03-31,84.2
2017-04-03,83.2
2017-04-05,85.05
2017-04-06,83.2
2017-04-07,83.0
2017-04-10,78.05
2017-04-11,79.65
2017-04-12,77.95
2017-04-13,78.6
2017-04-17,79.8
2017-04-18,79.1
2017-04-19,80.0
2017-04-20,78.7
2017-04-21,78.65
2017-04-24,78.35
2017-04-25,79.7
2017-04-26,80.5
2017-04-27,80.05
2017-04-28,80.3
2017-05-02,80.3
2017-05-03,80.0
2017-05-04,79.45
2017-05-05,79.4
2017-05-08,80.4
2017-05-09,82.7
2017-05-10,84.5
2017-05-11,84.0
2017-05-12,86.6
2017-05-15,86.0
2017-05-16,84.45
2017-05-17,88.8
2017-05-18,87.3
2017-05-19,87.25
2017-05-22,84.85
2017-05-23,85.05
2017-05-24,84.6
2017-05-25,86.05
2017-05-26,87.7
2017-05-29,85.6
2017-05-30,85.05
2017-05-31,85.05
2017-06-01,86.2
2017-06-02,85.65
2017-06-05,86.1
2017-06-06,86.15
2017-06-07,85.9
2017-06-08,87.3
2017-06-09,88.85
2017-06-12,88.2
2017-06-13,86.35
2017-06-14,85.2
2017-06-15,86.8
2017-06-16,88.3
2017-06-19,87.65
2017-06-20,92.8
2017-06-21,93.0
2017-06-22,92.55
2017-06-23,90.35
2017-06-27,87.9
2017-06-28,88.4
2017-06-29,90.45
2017-06-30,88.2
2017-07-03,87.7
2017-07-04,86.15
2017-07-05,87.2
2017-07-06,89.25
2017-07-07,87.45
2017-07-10,88.55
2017-07-11,90.6
2017-07-12,88.65
2017-07-13,88.7
2017-07-14,88.5
2017-07-17,87.75
2017-07-18,88.2
2017-07-19,88.15
2017-07-20,87.9
2017-07-21,87.05
2017-07-24,89.1
2017-07-25,89.05
2017-07-26,88.85
2017-07-27,89.2
2017-07-28,102.0
2017-07-31,98.15
2017-08-01,94.5
2017-08-02,94.65
2017-08-03,90.05
2017-08-04,91.6
2017-08-07,91.25
2017-08-08,88.2
2017-08-09,86.85
2017-08-10,85.8
2017-08-11,86.0
2017-08-14,86.75
2017-08-16,91.35
2017-08-17,92.4
2017-08-18,90.45
2017-08-21,89.0
2017-08-22,91.8
2017-08-23,93.25
2017-08-24,94.45
2017-08-28,94.2
2017-08-29,90.95
2017-08-30,93.75
2017-08-31,95.2
2017-09-01,103.7
2017-09-04,105.8
2017-09-05,110.8
2017-09-06,111.5
2017-09-07,107.25
2017-09-08,108.4
2017-09-11,108.15
2017-09-12,107.85
2017-09-13,106.85
2017-09-14,113.45
2017-09-15,111.25
2017-09-18,113.25
2017-09-19,113.4
2017-09-20,110.3
2017-09-21,108.65
2017-09-22,101.8
2017-09-25,98.2
2017-09-26,101.1
2017-09-27,96.4
2017-09-28,99.9
2017-09-29,98.95
2017-10-03,95.0
2017-10-04,94.25
2017-10-05,96.75
2017-10-06,105.05
2017-10-09,102.7
2017-10-10,105.45
2017-10-11,101.65
2017-10-12,102.95
2017-10-13,103.05
2017-10-16,103.7
2017-10-17,106.7
2017-10-18,106.1
2017-10-19,104.15
2017-10-23,108.1
2017-10-24,112.7
2017-10-25,102.65
2017-10-26,103.5
2017-10-27,102.55
2017-10-30,102.35
2017-10-31,104.95
2017-11-01,104.85
2017-11-02,102.7
2017-11-03,102.6
2017-11-06,101.25
2017-11-07,100.05
2017-11-08,96.55
2017-11-09,96.95
2017-11-10,95.85
2017-11-13,96.2
2017-11-14,97.35
2017-11-15,95.1
2017-11-16,95.45
2017-11-17,94.1
2017-11-20,94.9
2017-11-21,93.7
2017-11-22,94.6
2017-11-23,102.7
2017-11-24,101.55
2017-11-27,99.2
2017-11-28,100.35
2017-11-29,99.85
2017-11-30,99.0
2017-12-01,97.05
2017-12-04,92.85
2017-12-05,94.1
2017-12-06,94.45
2017-12-07,94.95
2017-12-08,94.9
2017-12-11,95.4
2017-12-12,94.1
2017-12-13,93.15
2017-12-14,93.0
2017-12-15,92.6
2017-12-18,92.55
2017-12-19,94.3
2017-12-20,95.05
2017-12-21,95.4
2017-12-22,98.8
2017-12-26,99.3
2017-12-27,98.75
2017-12-28,99.25
2017-12-29,103.0
