Date,COMPUSOFT
2016-06-03,9.7
2016-06-06,9.6
2016-06-07,9.9
2016-06-08,9.8
2016-06-09,9.75
2016-06-10,9.75
2016-06-13,9.55
2016-06-14,10.0
2016-06-15,9.8
2016-06-16,9.8
2016-06-17,10.1
2016-06-20,9.85
2016-06-21,9.8
2016-06-22,9.85
2016-06-23,9.9
2016-06-24,9.8
2016-06-27,10.0
2016-06-28,10.0
2016-06-29,9.6
2016-06-30,9.95
2016-07-01,10.15
2016-07-04,10.3
2016-07-05,10.05
2016-07-07,10.2
2016-07-08,10.25
2016-07-11,10.15
2016-07-12,10.65
2016-07-13,10.2
2016-07-14,10.05
2016-07-15,9.9
2016-07-18,9.85
2016-07-19,10.0
2016-07-20,9.75
2016-07-21,9.75
2016-07-22,9.8
2016-07-25,9.85
2016-07-26,9.9
2016-07-27,9.8
2016-07-28,9.9
2016-07-29,11.15
2016-08-01,12.4
2016-08-02,11.55
2016-08-03,10.9
2016-08-04,11.55
2016-08-05,10.95
2016-08-08,11.0
2016-08-09,10.7
2016-08-10,11.1
2016-08-11,10.7
2016-08-12,11.3
2016-08-16,10.8
2016-08-17,10.8
2016-08-18,10.6
2016-08-19,10.75
2016-08-22,10.95
2016-08-23,11.05
2016-08-24,10.9
2016-08-25,10.75
2016-08-26,10.6
2016-08-29,10.6
2016-08-30,10.8
2016-08-31,10.65
2016-09-01,10.65
2016-09-02,10.6
2016-09-06,10.8
2016-09-07,10.9
2016-09-08,10.8
2016-09-09,10.65
2016-09-12,10.4
2016-09-14,10.7
2016-09-15,10.5
2016-09-16,10.8
2016-09-19,10.6
2016-09-20,10.35
2016-09-21,10.45
2016-09-22,10.65
2016-09-23,10.45
2016-09-26,11.75
2016-09-27,12.05
2016-09-28,11.9
2016-09-29,10.75
2016-09-30,11.55
2016-10-03,11.6
2016-10-04,11.85
2016-10-05,12.1
2016-10-06,11.9
2016-10-07,11.7
2016-10-10,12.15
2016-10-13,12.15
2016-10-14,11.95
2016-10-17,14.3
2016-10-18,14.5
2016-10-19,13.7
2016-10-20,14.35
2016-10-21,14.0
2016-10-24,14.05
2016-10-25,13.9
2016-10-26,14.25
2016-10-27,17.1
2016-10-28,18.75
2016-10-30,21.15
2016-11-01,20.9
2016-11-02,19.1
2016-11-03,18.85
2016-11-04,17.1
2016-11-07,16.1
2016-11-08,15.7
2016-11-09,15.35
2016-11-10,15.1
2016-11-11,14.8
2016-11-15,14.1
2016-11-16,13.75
2016-11-17,13.35
2016-11-18,13.6
2016-11-21,13.15
2016-11-22,13.0
2016-11-23,13.3
2016-11-24,13.25
2016-11-25,13.9
2016-11-28,14.4
2016-11-29,15.1
2016-11-30,15.85
2016-12-01,16.6
2016-12-02,15.8
2016-12-05,15.15
2016-12-06,15.9
2016-12-07,15.25
2016-12-08,15.4
2016-12-09,15.5
2016-12-12,15.05
2016-12-13,14.95
2016-12-14,14.85
2016-12-15,14.9
2016-12-16,15.0
2016-12-19,14.7
2016-12-20,14.65
2016-12-21,14.1
2016-12-22,14.3
2016-12-23,14.05
2016-12-26,13.95
2016-12-27,13.9
2016-12-28,13.85
2016-12-29,13.8
2016-12-30,14.15
2017-01-02,14.3
2017-01-03,14.8
2017-01-04,15.5
2017-01-05,16.25
2017-01-06,15.45
2017-01-09,15.45
2017-01-10,15.55
2017-01-11,15.7
2017-01-12,16.2
2017-01-13,16.2
2017-01-16,15.5
2017-01-17,15.55
2017-01-18,15.35
2017-01-19,15.9
2017-01-20,15.15
2017-01-23,14.95
2017-01-24,15.2
2017-01-25,14.95
2017-01-27,15.35
2017-01-30,14.7
2017-01-31,14.5
2017-02-01,14.45
2017-02-02,14.8
2017-02-03,14.8
2017-02-06,14.45
2017-02-07,14.75
2017-02-08,14.55
2017-02-09,14.9
2017-02-10,13.7
2017-02-13,13.3
2017-02-14,13.2
2017-02-15,12.95
2017-02-16,13.0
2017-02-17,13.2
2017-02-20,13.2
2017-02-21,13.35
2017-02-22,13.2
2017-02-23,13.2
2017-02-27,12.95
2017-02-28,12.8
2017-03-01,13.2
2017-03-02,13.0
2017-03-03,13.1
2017-03-06,13.0
2017-03-07,12.85
2017-03-08,12.95
2017-03-09,13.15
2017-03-10,12.8
2017-03-14,13.2
2017-03-15,12.8
2017-03-16,12.85
2017-03-17,12.8
2017-03-20,12.85
2017-03-21,12.6
2017-03-22,12.5
2017-03-23,12.35
2017-03-24,12.1
2017-03-27,11.95
2017-03-28,11.85
2017-03-29,11.7
2017-03-30,11.75
2017-03-31,11.8
2017-04-03,12.95
2017-04-05,13.45
2017-04-06,13.0
2017-04-07,13.2
2017-04-10,14.0
2017-04-11,14.0
2017-04-12,13.8
2017-04-13,13.9
2017-04-17,13.55
2017-04-18,13.5
2017-04-19,16.1
2017-04-20,17.55
2017-04-21,16.75
2017-04-24,17.45
2017-04-25,16.85
2017-04-26,16.3
2017-04-27,16.1
2017-04-28,15.25
2017-05-02,14.7
2017-05-03,14.75
2017-05-04,14.95
2017-05-05,14.65
2017-05-08,15.1
2017-05-09,14.95
2017-05-10,14.75
2017-05-11,14.45
2017-05-12,14.25
2017-05-15,14.25
2017-05-16,13.8
2017-05-17,13.85
2017-05-18,13.6
2017-05-19,13.5
2017-05-22,13.1
2017-05-23,13.0
2017-05-24,12.1
2017-05-25,12.45
2017-05-26,13.15
2017-05-29,13.05
2017-05-30,12.05
2017-05-31,11.95
2017-06-01,11.75
2017-06-02,12.0
2017-06-05,12.25
2017-06-06,12.2
2017-06-07,12.0
2017-06-08,12.1
2017-06-09,11.95
2017-06-12,12.0
2017-06-13,11.6
2017-06-14,11.75
2017-06-15,11.7
2017-06-16,11.3
2017-06-19,11.35
2017-06-20,11.3
2017-06-21,11.5
2017-06-22,11.2
2017-06-23,10.95
2017-06-27,11.1
2017-06-28,11.0
2017-06-29,10.9
2017-06-30,11.1
2017-07-03,11.4
2017-07-04,11.05
2017-07-05,11.05
2017-07-06,11.35
2017-07-07,11.6
2017-07-10,12.85
2017-07-11,13.25
2017-07-12,13.0
2017-07-13,12.75
2017-07-14,12.35
2017-07-17,12.25
2017-07-18,11.8
2017-07-19,12.2
2017-07-20,12.5
2017-07-21,12.4
2017-07-24,12.4
2017-07-25,12.05
2017-07-26,12.5
2017-07-27,12.2
2017-07-28,12.15
2017-07-31,12.15
2017-08-01,12.15
2017-08-02,12.1
2017-08-03,11.9
2017-08-04,12.1
2017-08-07,11.85
2017-08-08,11.65
2017-08-09,11.2
2017-08-10,11.0
2017-08-11,10.9
2017-08-14,11.05
2017-08-16,11.25
2017-08-17,11.15
2017-08-18,11.4
2017-08-21,11.2
2017-08-22,10.95
2017-08-23,10.9
2017-08-24,11.15
2017-08-28,11.1
2017-08-29,11.3
2017-08-30,11.65
2017-08-31,13.1
2017-09-01,12.75
2017-09-04,12.35
2017-09-05,12.5
2017-09-06,12.4
2017-09-07,12.5
2017-09-08,12.55
2017-09-11,15.05
2017-09-12,15.1
2017-09-13,15.8
2017-09-14,17.6
2017-09-15,18.1
2017-09-18,16.55
2017-09-19,14.95
2017-09-20,14.1
2017-09-21,13.5
2017-09-22,13.9
2017-09-25,13.45
2017-09-26,13.2
2017-09-27,12.65
2017-09-28,13.1
2017-09-29,13.45
2017-10-03,13.35
2017-10-04,13.2
2017-10-05,12.95
2017-10-06,13.0
2017-10-09,14.2
2017-10-10,14.35
2017-10-11,13.7
2017-10-12,13.3
2017-10-13,13.15
2017-10-16,13.1
2017-10-17,13.55
2017-10-18,13.45
2017-10-19,13.55
2017-10-23,13.2
2017-10-24,13.35
2017-10-25,13.45
2017-10-26,13.35
2017-10-27,13.25
2017-10-30,13.25
2017-10-31,13.55
2017-11-01,13.2
2017-11-02,13.4
2017-11-03,13.3
2017-11-06,13.4
2017-11-07,13.4
2017-11-08,13.3
2017-11-09,13.2
2017-11-10,13.25
2017-11-13,13.05
2017-11-14,13.0
2017-11-15,12.85
2017-11-16,13.0
2017-11-17,13.05
2017-11-20,13.05
2017-11-21,12.85
2017-11-22,13.65
2017-11-23,13.7
2017-11-24,13.95
2017-11-27,14.1
2017-11-28,14.4
2017-11-29,14.35
2017-11-30,14.3
2017-12-01,13.85
2017-12-04,13.25
2017-12-05,13.2
2017-12-06,13.1
2017-12-07,14.05
2017-12-08,13.95
2017-12-11,13.7
2017-12-12,13.7
2017-12-13,13.8
2017-12-14,13.8
2017-12-15,14.05
2017-12-18,13.95
2017-12-19,16.7
2017-12-20,18.3
2017-12-21,18.9
2017-12-22,19.65
2017-12-26,21.5
2017-12-27,19.35
2017-12-28,18.15
2017-12-29,18.65
