Date,ITDCEM
2016-03-17,101.3
2016-03-18,103.45
2016-03-21,109.95
2016-03-22,109.65
2016-03-23,111.25
2016-03-28,106.75
2016-03-29,104.55
2016-03-30,108.65
2016-03-31,109.2
2016-04-01,111.05
2016-04-04,114.05
2016-04-05,111.4
2016-04-06,112.55
2016-04-07,110.15
2016-04-08,111.15
2016-04-11,111.75
2016-04-12,118.7
2016-04-13,121.95
2016-04-18,123.15
2016-04-20,120.9
2016-04-21,126.15
2016-04-22,124.6
2016-04-25,121.15
2016-04-26,127.05
2016-04-27,125.25
2016-04-28,122.6
2016-04-29,123.1
2016-05-02,122.7
2016-05-03,123.1
2016-05-04,123.4
2016-05-05,123.55
2016-05-06,123.1
2016-05-09,125.0
2016-05-10,130.9
2016-05-11,129.75
2016-05-12,132.55
2016-05-13,132.1
2016-05-16,129.65
2016-05-17,127.4
2016-05-18,126.75
2016-05-19,125.8
2016-05-20,122.0
2016-05-23,123.05
2016-05-24,120.2
2016-05-25,123.8
2016-05-26,129.8
2016-05-27,127.0
2016-05-30,129.0
2016-05-31,130.65
2016-06-01,129.45
2016-06-02,129.45
2016-06-03,126.95
2016-06-06,127.05
2016-06-07,130.65
2016-06-08,132.0
2016-06-09,128.65
2016-06-10,128.25
2016-06-13,125.6
2016-06-14,124.8
2016-06-15,127.95
2016-06-16,126.65
2016-06-17,125.3
2016-06-20,125.9
2016-06-21,125.5
2016-06-22,124.35
2016-06-23,124.85
2016-06-24,124.75
2016-06-27,127.65
2016-06-28,128.55
2016-06-29,131.95
2016-06-30,135.1
2016-07-01,144.5
2016-07-04,142.7
2016-07-05,143.65
2016-07-07,149.05
2016-07-08,148.35
2016-07-11,148.2
2016-07-12,143.75
2016-07-13,142.6
2016-07-14,140.85
2016-07-15,139.85
2016-07-18,143.1
2016-07-19,139.9
2016-07-20,146.9
2016-07-21,145.7
2016-07-22,153.95
2016-07-25,151.05
2016-07-26,149.15
2016-07-27,144.6
2016-07-28,146.9
2016-07-29,147.5
2016-08-01,145.2
2016-08-02,144.95
2016-08-03,141.85
2016-08-04,142.65
2016-08-05,147.85
2016-08-08,152.2
2016-08-09,158.85
2016-08-10,142.5
2016-08-11,138.95
2016-08-12,143.1
2016-08-16,138.4
2016-08-17,141.75
2016-08-18,139.6
2016-08-19,142.6
2016-08-22,146.5
2016-08-23,143.25
2016-08-24,145.9
2016-08-25,146.05
2016-08-26,144.75
2016-08-29,143.75
2016-08-30,141.85
2016-08-31,143.7
2016-09-01,140.95
2016-09-02,141.65
2016-09-06,143.55
2016-09-07,142.65
2016-09-08,142.85
2016-09-09,142.15
2016-09-12,139.85
2016-09-14,141.3
2016-09-15,141.3
2016-09-16,140.6
2016-09-19,139.85
2016-09-20,138.35
2016-09-21,144.9
2016-09-22,145.15
2016-09-23,144.6
2016-09-26,143.4
2016-09-27,144.4
2016-09-28,144.3
2016-09-29,139.9
2016-09-30,141.0
2016-10-03,144.55
2016-10-04,143.05
2016-10-05,143.2
2016-10-06,140.8
2016-10-07,140.45
2016-10-10,143.65
2016-10-13,140.1
2016-10-14,139.95
2016-10-17,140.0
2016-10-18,141.3
2016-10-19,138.6
2016-10-20,138.35
2016-10-21,141.05
2016-10-24,144.6
2016-10-25,143.7
2016-10-26,142.15
2016-10-27,145.5
2016-10-28,148.85
2016-10-30,149.55
2016-11-01,148.15
2016-11-02,145.0
2016-11-03,142.6
2016-11-04,140.1
2016-11-07,146.65
2016-11-08,148.0
2016-11-09,142.95
2016-11-10,144.7
2016-11-11,142.15
2016-11-15,134.85
2016-11-16,139.55
2016-11-17,139.1
2016-11-18,143.65
2016-11-21,135.55
2016-11-22,137.65
2016-11-23,138.9
2016-11-24,138.25
2016-11-25,139.05
2016-11-28,141.45
2016-11-29,142.95
2016-11-30,144.65
2016-12-01,150.45
2016-12-02,146.0
2016-12-05,146.6
2016-12-06,147.85
2016-12-07,144.25
2016-12-08,146.65
2016-12-09,149.1
2016-12-12,147.6
2016-12-13,148.1
2016-12-14,147.85
2016-12-15,149.25
2016-12-16,148.45
2016-12-19,148.85
2016-12-20,146.1
2016-12-21,143.9
2016-12-22,144.5
2016-12-23,142.75
2016-12-26,144.05
2016-12-27,144.1
2016-12-28,145.05
2016-12-29,147.0
2016-12-30,149.2
2017-01-02,165.9
2017-01-03,160.3
2017-01-04,163.95
2017-01-05,166.95
2017-01-06,163.45
2017-01-09,165.8
2017-01-10,164.95
2017-01-11,164.75
2017-01-12,162.1
2017-01-13,158.8
2017-01-16,159.8
2017-01-17,160.2
2017-01-18,160.35
2017-01-19,158.7
2017-01-20,162.5
2017-01-23,165.95
2017-01-24,167.4
2017-01-25,165.8
2017-01-27,163.0
2017-01-30,163.25
2017-01-31,161.25
2017-02-01,162.8
2017-02-02,160.8
2017-02-03,159.25
2017-02-06,160.45
2017-02-07,156.95
2017-02-08,162.05
2017-02-09,163.6
2017-02-10,159.15
2017-02-13,159.4
2017-02-14,159.5
2017-02-15,159.4
2017-02-16,159.0
2017-02-17,162.4
2017-02-20,160.0
2017-02-21,160.75
2017-02-22,150.0
2017-02-23,153.95
2017-02-27,152.35
2017-02-28,151.4
2017-03-01,151.55
2017-03-02,150.9
2017-03-03,149.8
2017-03-06,149.15
2017-03-07,149.25
2017-03-08,148.9
2017-03-09,152.9
2017-03-10,152.95
2017-03-14,150.85
2017-03-15,156.9
2017-03-16,156.25
2017-03-17,154.25
2017-03-20,150.95
2017-03-21,157.6
2017-03-22,157.65
2017-03-23,158.15
2017-03-24,161.0
2017-03-27,161.65
2017-03-28,162.4
2017-03-29,168.65
2017-03-30,172.3
2017-03-31,171.3
2017-04-03,176.0
2017-04-05,179.25
2017-04-06,175.5
2017-04-07,168.35
2017-04-10,170.75
2017-04-11,178.65
2017-04-12,177.3
2017-04-13,178.95
2017-04-17,177.3
2017-04-18,174.7
2017-04-19,175.35
2017-04-20,178.15
2017-04-21,176.0
2017-04-24,185.3
2017-04-25,185.7
2017-04-26,184.8
2017-04-27,187.4
2017-04-28,190.6
2017-05-02,189.25
2017-05-03,186.65
2017-05-04,188.1
2017-05-05,187.35
2017-05-08,188.1
2017-05-09,187.1
2017-05-10,188.35
2017-05-11,182.15
2017-05-12,173.3
2017-05-15,165.8
2017-05-16,168.15
2017-05-17,172.7
2017-05-18,174.2
2017-05-19,176.8
2017-05-22,181.1
2017-05-23,179.25
2017-05-24,172.95
2017-05-25,177.35
2017-05-26,180.95
2017-05-29,170.4
2017-05-30,168.85
2017-05-31,173.4
2017-06-01,173.3
2017-06-02,173.45
2017-06-05,177.4
2017-06-06,174.8
2017-06-07,178.5
2017-06-08,181.45
2017-06-09,183.35
2017-06-12,179.75
2017-06-13,178.55
2017-06-14,176.65
2017-06-15,180.2
2017-06-16,184.85
2017-06-19,179.45
2017-06-20,175.5
2017-06-21,177.6
2017-06-22,175.1
2017-06-23,173.2
2017-06-27,169.75
2017-06-28,166.95
2017-06-29,167.0
2017-06-30,169.75
2017-07-03,177.0
2017-07-04,174.7
2017-07-05,174.1
2017-07-06,176.1
2017-07-07,177.35
2017-07-10,174.15
2017-07-11,173.3
2017-07-12,171.5
2017-07-13,170.75
2017-07-14,170.15
2017-07-17,167.85
2017-07-18,166.4
2017-07-19,164.9
2017-07-20,163.8
2017-07-21,163.8
2017-07-24,163.15
2017-07-25,165.9
2017-07-26,165.5
2017-07-27,165.25
2017-07-28,165.0
2017-07-31,165.0
2017-08-01,164.8
2017-08-02,164.4
2017-08-03,161.0
2017-08-04,157.85
2017-08-07,154.75
2017-08-08,153.9
2017-08-09,147.65
2017-08-10,153.95
2017-08-11,158.05
2017-08-14,156.6
2017-08-16,158.65
2017-08-17,162.8
2017-08-18,163.0
2017-08-21,162.25
2017-08-22,162.5
2017-08-23,162.05
2017-08-24,163.9
2017-08-28,161.0
2017-08-29,160.1
2017-08-30,162.85
2017-08-31,161.7
2017-09-01,163.4
2017-09-04,162.45
2017-09-05,169.75
2017-09-06,173.4
2017-09-07,173.65
2017-09-08,173.05
2017-09-11,172.1
2017-09-12,168.8
2017-09-13,167.85
2017-09-14,168.95
2017-09-15,173.2
2017-09-18,166.35
2017-09-19,163.35
2017-09-20,165.85
2017-09-21,168.95
2017-09-22,166.45
2017-09-25,166.45
2017-09-26,168.2
2017-09-27,165.5
2017-09-28,163.75
2017-09-29,171.65
2017-10-03,168.85
2017-10-04,169.95
2017-10-05,170.25
2017-10-06,172.7
2017-10-09,167.75
2017-10-10,170.85
2017-10-11,168.45
2017-10-12,170.1
2017-10-13,169.85
2017-10-16,170.75
2017-10-17,168.65
2017-10-18,168.85
2017-10-19,167.55
2017-10-23,165.5
2017-10-24,168.75
2017-10-25,172.1
2017-10-26,171.55
2017-10-27,174.7
2017-10-30,173.0
2017-10-31,181.35
2017-11-01,182.05
2017-11-02,186.7
2017-11-03,183.7
2017-11-06,185.85
2017-11-07,191.0
2017-11-08,194.25
2017-11-09,203.2
2017-11-10,207.6
2017-11-13,209.8
2017-11-14,208.35
2017-11-15,201.15
2017-11-16,205.6
2017-11-17,211.9
2017-11-20,209.65
2017-11-21,203.55
2017-11-22,207.05
2017-11-23,206.35
2017-11-24,209.05
2017-11-27,205.95
2017-11-28,204.55
2017-11-29,210.75
2017-11-30,206.9
2017-12-01,207.55
2017-12-04,209.7
2017-12-05,204.05
2017-12-06,202.2
2017-12-07,204.5
2017-12-08,209.4
2017-12-11,205.0
2017-12-12,203.1
2017-12-13,202.5
2017-12-14,202.1
2017-12-15,202.05
2017-12-18,202.55
2017-12-19,202.0
2017-12-20,202.85
2017-12-21,205.25
2017-12-22,209.5
2017-12-26,214.1
2017-12-27,216.25
2017-12-28,218.95
2017-12-29,217.95
